DIEMA XTRA Sofia Open - 11.2.2018,"Sports hall ""Arena Armeec"":Sofia",2/11/2018 14:00,http://www.eventim.bg/bg/bileti/diema-xtra-sofia-open-2018-sofia-sports-hall-arena-armeec-223/events.html,http://bg.content.eventim.com/static/uploaded/bg/baah_300_300.jpg
U2 tribute by ZEN GARDEN,JOY Station:София,2/16/2018 21:45,http://www.eventim.bg/bg/bileti/u2-tribute-by-zen-garden-sofi-joy-station-482556/event.html,http://bg.content.eventim.com/static/uploaded/bg/s87l_200_200.jpg
Metropolis pres Heroes Total pt 1,Inter Expo Center:Sofia,2/17/2018 22:00,http://www.eventim.bg/bg/bileti/metropolis-pres-heroes-total-pt-1-sofia-inter-expo-center-482484/event.html,http://bg.content.eventim.com/static/uploaded/bg/3o6q_200_200.jpg
AC/CC Show - The best AC/DC live experience,JOY Station:София,2/24/2018 21:45,http://www.eventim.bg/bg/bileti/accc-show-sofi-joy-station-482664/event.html,http://bg.content.eventim.com/static/uploaded/bg/ys5n_200_200.jpg
CARO EMERALD,Hala sportova Ranko Ћeravica:Novi Beograd,2/27/2018 20:00,http://www.eventim.bg/bg/bileti/caro-emerald-novi-beograd-hala-sportova-ranko-ceravica-469486/event.html,http://bg.content.eventim.com/static/uploaded/bg/o2px_200_200.jpg
KRAFTWERK,Universiada Hall:Sofia,2/28/2018 20:00,http://www.eventim.bg/bg/bileti/kraftwerk-sofia-universiada-hall-476286/event.html,http://bg.content.eventim.com/static/uploaded/bg/m89u_200_200.jpg
Glo Bal Kan projekt,Sofia Live Club:Sofia,3/1/2018 21:00,http://www.eventim.bg/bg/bileti/glo-bal-kan-projekt-sofi-siti-mark-art-centr-482839/event.html,http://bg.content.eventim.com/static/uploaded/bg/3l8t_200_200.jpg
Glo Bal Kan projekt,Bee Bop Cafe:Plovdiv,3/2/2018 21:00,http://www.eventim.bg/bg/bileti/glo-bal-kan-projekt-plovdiv-bee-bop-cafe-482835/event.html,http://bg.content.eventim.com/static/uploaded/bg/3l8t_200_200.jpg
RUTH KOLEVA - The Sensual Concert,Sofia Live Club:Sofia,3/2/2018 23:00,http://www.eventim.bg/bg/bileti/ruth-koleva-the-sensual-concert-sofia-live-club-484127/event.html,http://bg.content.eventim.com/static/uploaded/bg/q66p_200_200.jpg
TOTO - 40 TRIPS AROUND THE WORLD TOUR,"National Palace of Culture, Hall 1:Sofia",3/4/2018 20:00,http://www.eventim.bg/bg/bileti/toto-sofia-national-palace-of-culture-hall-1-470663/event.html,http://bg.content.eventim.com/static/uploaded/bg/oeqx_200_200.jpg
ISU WJFSC 2018 - All Event ticket without Gala Exhibition,"Sports hall ""Arena Armeec"":Sofia",3/7/2018,http://www.eventim.bg/bg/bileti/isu-wjfs-championships-2018-sofia-sports-hall-arena-armeec-483111/event.html,http://bg.content.eventim.com/static/uploaded/bg/a8m6_200_200.jpg
ISU WJFSC 2018 -  07.03.2018,"Sports hall ""Arena Armeec"":Sofia",3/7/2018 12:00,http://www.eventim.bg/bg/bileti/isu-wjfs-championships-2018-sofia-sports-hall-arena-armeec-483111/event.html,http://bg.content.eventim.com/static/uploaded/bg/a8m6_200_200.jpg
ISU WJFSC 2018 -  08.03.2018,"Sports hall ""Arena Armeec"":Sofia",3/8/2018 11:30,http://www.eventim.bg/bg/bileti/isu-wjfs-championships-2018-sofia-sports-hall-arena-armeec-483111/event.html,http://bg.content.eventim.com/static/uploaded/bg/a8m6_200_200.jpg
ISU WJFSC 2018 -  09.03.2018,"Sports hall ""Arena Armeec"":Sofia",3/9/2018 10:45,http://www.eventim.bg/bg/bileti/isu-wjfs-championships-2018-sofia-sports-hall-arena-armeec-483111/event.html,http://bg.content.eventim.com/static/uploaded/bg/a8m6_200_200.jpg
ISU WJFSC 2018 -  10.03.2018,"Sports hall ""Arena Armeec"":Sofia",3/10/2018 11:00,http://www.eventim.bg/bg/bileti/isu-wjfs-championships-2018-sofia-sports-hall-arena-armeec-483111/event.html,http://bg.content.eventim.com/static/uploaded/bg/a8m6_200_200.jpg
ISU WJFSC 2018 -  Gala Exhibition,"Sports hall ""Arena Armeec"":Sofia",3/11/2018 15:00,http://www.eventim.bg/bg/bileti/isu-wjfs-championships-2018-sofia-sports-hall-arena-armeec-483111/event.html,http://bg.content.eventim.com/static/uploaded/bg/a8m6_200_200.jpg
ORLIN PAVLOV LIVE BAND | Support by STEPHANE LOVE,Sofia Live Club:Sofia,3/8/2018 22:00,http://www.eventim.bg/bg/bileti/orlin-pavlov-live-band-sofia-club-474889/event.html,http://bg.content.eventim.com/static/uploaded/bg/6k3k_200_200.jpg
Queen Real Tribute,JOY Station:София,3/9/2018 21:45,http://www.eventim.bg/bg/bileti/queen-real-tribute-sofi-joy-station-483343/event.html,http://bg.content.eventim.com/static/uploaded/bg/jjny_200_200.jpg
NIGEL KENNEDY,Palace of Culture and Sports:Varna/Варна,3/10/2018 19:00,http://www.eventim.bg/bg/bileti/nigel-kennedy-varnabarna-palace-of-culture-and-sports-474910/event.html,http://bg.content.eventim.com/static/uploaded/bg/s14l_200_200.jpg
THERION,Club MIXTAPE 5:Sofia,3/10/2018 19:00,http://www.eventim.bg/bg/artist/therion-72/profile.html,http:
Ostava Acoustic Live – Bee Bop Cafe,Bee Bop Cafe:Plovdiv,3/10/2018 21:30,http://www.eventim.bg/bg/bileti/ostava-live-bee-bop-cafe-plovdiv-483329/event.html,http://bg.content.eventim.com/static/uploaded/bg/2dd3_200_200.jpg
DESPINA VANDI,"National Palace of Culture, Hall 1:Sofia",3/12/2018 20:00,http://www.eventim.bg/bg/artist/despina-vandi--58/profile.html,http:
HALO - HERE I AM - EUROPEAN TOUR IN BULGARIA,Universiada Hall:Sofia,3/13/2018 19:00,http://www.eventim.bg/bg/bileti/halo-sofia-universiada-hall-477160/event.html,http://bg.content.eventim.com/static/uploaded/bg/kn6j_200_200.jpg
"INSOMNIUM, Tribulation",Club MIXTAPE 5:Sofia,3/23/2018 19:00,http://www.eventim.bg/bg/bileti/insomnium-tribulation-sofia-club-mixtape-5-476887/event.html,http://bg.content.eventim.com/static/uploaded/bg/hdmb_200_200.jpg
LEPA BRENA,"Sports hall ""Arena Armeec"":Sofia",3/23/2018 20:00,http://www.eventim.bg/bg/artist/lepa-brena-55/profile.html,http:
Amy Winehouse tribute by Amy’s House,JOY Station:София,3/23/2018 21:45,http://www.eventim.bg/bg/bileti/amy-winehouse-tribute-by-amys-house-sofi-joy-station-483345/event.html,http://bg.content.eventim.com/static/uploaded/bg/o2zp_200_200.jpg
THE R&B; SECRETS 2 by TOP SHELF MUSIC,Sofia Live Club:Sofia,3/23/2018 22:00,http://www.eventim.bg/bg/bileti/the-rb-secrets-2-by-top-shelf-music-sofia-live-club-484789/event.html,http://bg.content.eventim.com/static/uploaded/bg/6utt_200_200.jpg
MARCUS & MARTINUS,Hala sportova Ranko Ћeravica:Novi Beograd,3/25/2018 19:00,http://www.eventim.bg/bg/bileti/marcus-martinus-novi-beograd-hala-sportova-ranko-ceravica-479166/event.html,http:
LARA FABIAN,"National Palace of Culture, Hall 1:Sofia",3/27/2018 20:00,http://www.eventim.bg/bg/artist/lara-fabian--60/profile.html,http:
Ritmos Negros,Sofia Live Club:Sofia,3/29/2018 21:00,http://www.eventim.bg/bg/bileti/ritmos-negros-sofia-live-club-484917/event.html,http://bg.content.eventim.com/static/uploaded/bg/od41_200_200.jpg
"ENSLAVED, SAMAEL & PARADISE LOST - Комбо",Club MIXTAPE 5:Sofia,4/3/2018,http://www.eventim.bg/bg/bileti/enslaved-samael--paradise-lost-sofia-club-mixtape-5-225/events.html,http://bg.content.eventim.com/static/uploaded/bg/2ih8_300_300.jpg
"ENSLAVED, SAMAEL",Club MIXTAPE 5:Sofia,4/3/2018 19:00,http://www.eventim.bg/bg/bileti/enslaved-samael--paradise-lost-sofia-club-mixtape-5-225/events.html,http://bg.content.eventim.com/static/uploaded/bg/2ih8_300_300.jpg
PARADISE LOST,Club MIXTAPE 5:Sofia,4/4/2018 19:00,http://www.eventim.bg/bg/bileti/enslaved-samael--paradise-lost-sofia-club-mixtape-5-225/events.html,http://bg.content.eventim.com/static/uploaded/bg/2ih8_300_300.jpg
SOFIA RAVE,District Warehouse:Sofia,4/5/2018 16:00,http://www.eventim.bg/bg/bileti/kontrol-by-day-conjure-night-sofia-district-warehouse-483535/event.html,http:
JESUS CHRIST SUPERSTAR,"National Palace of Culture, Hall 1:Sofia",4/5/2018 20:00,http://www.eventim.bg/bg/bileti/jesus-christ-superstar-sofia-national-palace-of-culture-hall-1-476976/event.html,http://bg.content.eventim.com/static/uploaded/bg/f877_200_200.jpg
JESUS CHRIST SUPERSTAR,"National Palace of Culture, Hall 1:Sofia",4/6/2018 20:00,http://www.eventim.bg/bg/bileti/jesus-christ-superstar-sofia-national-palace-of-culture-hall-1-476976/event.html,http://bg.content.eventim.com/static/uploaded/bg/f877_200_200.jpg
JESUS CHRIST SUPERSTAR,"National Palace of Culture, Hall 1:Sofia",4/7/2018 20:00,http://www.eventim.bg/bg/bileti/jesus-christ-superstar-sofia-national-palace-of-culture-hall-1-476976/event.html,http://bg.content.eventim.com/static/uploaded/bg/f877_200_200.jpg
FOREVER SYLVIE,Palace of Culture and Sports:Varna,4/19/2018 20:00,http://www.eventim.bg/bg/artist/sylvie-vartan-75/profile.html,http:
FOREVER SYLVIE,"National Palace of Culture, Hall 1:Sofia",4/21/2018 20:00,http://www.eventim.bg/bg/artist/sylvie-vartan-75/profile.html,http:
"DARK TRANQUILLITY, Special Guests",Club MIXTAPE 5:Sofia,4/20/2018 19:00,http://www.eventim.bg/bg/bileti/dark-tranquillity-special-guests-sofia-club-mixtape-5-481974/event.html,http://bg.content.eventim.com/static/uploaded/bg/28yb_200_200.jpg
Metallica tribute by Black Metallica,JOY Station:София,4/20/2018 21:45,http://www.eventim.bg/bg/bileti/metallica-tribute-by-black-sofi-joy-station-484008/event.html,http://bg.content.eventim.com/static/uploaded/bg/n50c_200_200.jpg
Eurosmith / Italy,Club City Stage:София,4/28/2018 22:00,http://www.eventim.bg/bg/bileti/eurosmith-italy-sofi-club-city-stage-484558/event.html,http://bg.content.eventim.com/static/uploaded/bg/ez71_200_200.jpg
